"ID";"Wave";"SiteCode";"Categories";"Feedback"
"1013842";"Wave 2 2024";"5025";"Service";"Retail Assistant melayani Pelanggan with ramah and bersikap membantu untuk mencarikan stok produk di Store lain, namun memang masih belum ada inisiatif untuk menjelaskan mengenai product knowledge seperti garansi produk, keunggulan produk, cara perawatan produk, dll."
"1013838";"Wave 2 2024";"2210";"Service";"Kebanyakan Retail Assistant maupun Trainee di store kurang inisiatif dalam membantu Pelanggan, Retail Assistant lebih sering melakukan penataan display daripada membantu Pelanggan. Retail Assistant harus dicari and harus dihampiri terlebih dahulu agar dapat membantu Pelanggan."
"1014039";"Wave 2 2024";"2049";"Service, People";"Pelanggan menemukan Staff yang tidak diketahui statusnya (Seragam tidak sesuai with Retail Assistant maupun Trainee). Bisa dikatakan Store Leader namun terlihat kurang ramah and pasif dalam melayani Pelanggan, sedangkan kondisi Store sedang ramai pengunjung sehingga Retail Assistant yang lain terlihat kewalahan."
"1015506";"Wave 2 2024";"2233";"Service";"Saat Pelanggan melakukan kunjungan ke Store terdapat 2 Retail Assistant yang bertugas, 1 orang bertugas di lantai 1 and 1 orang bertugas di lantai 2. Saat kondisi ramai pengunjung, Retail Assistant yang berada di lantai 2 tidak terlihat turun ke lantai 1 untuk membantu melayani Pelanggan."
"1014218";"Wave 2 2024";"7002";"Service";"Yang melayani adalah Store Leader, karna yang bertugas di store hanya ada Store Leader and Trainee. Pelanggan melakukan kunjungan ulang untuk menanyakan produk jam tangan dilayani oleh Retail Assistant (Foto terlampir)."
"1014223";"Wave 2 2024";"5108";"Service, Facility, Cleanliness";"Saat Pelanggan datang, hanya terdapat satu Retail Assistant, sementara jumlah Pelanggan mencapai 11 orang. Akibatnya, Retail Assistant hanya berada di sekitar area Kasir. Selain itu, lantai di toko Eiger tampak retak and kotor."
"1013845";"Wave 2 2024";"7037";"Transaction Process, Facility, Cleanliness, Service";"Pelanggan mendapati perbedaan harga antara price tag with POS Kasir. ST EG MARTADINATA MANADO sudah terlihat baik, hanya saja terdapat beberapa temuan, seperti terdapat noda pada lemari display, terdapat sampah pada area parkir and toilet yang gabung with gudang. Selain itu perlu adanya tambahan Retail Assistant sehingga paling tidak ada yang mendampingi Pelanggan saat melihat-lihat produk and dapat memberikan penjelasan."
"1014009";"Wave 2 2024";"5056";"Service";"Saat Pelanggan melakukan kunjungan, kondisi Store sedang ramai pengunjung. Pelayanan yang diberikan oleh Retail Assistant kurang maksimal, tidak ada inisiatif menawarkan bantuan sehingga Pelanggan perlu memanggilnya terlebih dahulu jika membutuhkan bantuan. Kemudian saat Pengunjung mulai berkurang, Retail Assistant terlihat mengobrol with rekannya."
"1014004";"Wave 2 2024";"2279";"Service";"Retail Assistant melayani with baik, namun masih terkesan pasif. Ketika Pelanggan sedang melihat-lihat produk, Retail Assistant tidak ada inisiatif untuk menjelaskan mengenai product knowledge. Retail Assistant lebih ke hanya menjawab pertanyaan-pertanyaan jika Pelanggan bertanya."
"1015977";"Wave 2 2024";"2313";"Service";"Retail Assistant menjelaskan and memperagakan display produk with tulus and baik tapi cukup minim inisiatif, itu saja."
"1013826";"Wave 2 2024";"2218";"Service";"Terdapat 1 Retail Assistant and 1 Trainee yang bertugas di Store. Pelayanan Retail Assistant ramah and baik, namun kurang inisiatif untuk menjelaskan detail produk yang diminati oleh Pelanggan."
"1013848";"Wave 2 2024";"2004";"Service";"Pelayanan yang dilakukan oleh Retail Assistant sudah cukup baik. Retail Assistant sudah memberikan informasi terkait produk with detail. Hal yang mungkin dapat ditingkatkan kembali yaitu memberikan pengalaman kepada Pelanggan untuk dapat mencoba produk."
"1013858";"Wave 2 2024";"2065";"Cleanliness, People";"Ada daun yang layu/kering... Retail Assistant hanya 1 yang lainnya sepertinya training.. karna seragam hitam-hitam"
"1013958";"Wave 2 2024";"2079";"People";"Terdapat Retail Assistant lain yang tidak memakai ID Card."
"1013991";"Wave 2 2024";"7023";"Transaction Process";"Nama kasir di struk pembayaran tidak sesuai with kasir yang melayani Pelanggan."
"1014015";"Wave 2 2024";"2032";"Service";"Pelayanan yang diberikan kurang maksimal karena toko dalam keadaan ramai Pelanggan."
"1014026";"Wave 2 2024";"2135";"Cleanliness";"Outlet cukup ramai and staf yang melayani tetap ramah and komunikatif serta menggali kebutuhan Pelanggan. Namun toilet sangat perlu diperhatikan lagi karena tampilan and baunya yang tidak sedap memberikan kesan kurang baik apalagi terletak di samping fitting room lantai 2."
"1014070";"Wave 2 2024";"2188";"Service, Cleanliness";"Menurut Pelanggan untuk RA yang bertugas masih terkesan pasif and cuek dalam melakukan pelayanan. Pelanggan perlu memanggil terlebih dulu baru RA menghampiri. Selain itu untuk kondisi outlet juga cukup berantakan, cukup mengganggu kenyamanan pengalaman belanja Pelanggan."
"1014376";"Wave 2 2024";"2125";"Service";"Retail Assistant kurang responsif and kurang informatif pada saat melayani. Saat Retail Assistant terlihat sedang sibuk cek barang, sehingga tidak begitu fokus menghandle Pelanggan. Meski demikian, Retail Assistant cukup ramah and pelayanan cukup memuaskan. Semoga kedepannya dapat menentukan mana yang menjadi standar prioritas pada saat bertugas."
"1014111";"Wave 2 2024";"2393";"Service, Facility";"Pada saat Pelanggan memasuki store, Retail Assistant stand by pada area Kasir and hanya menghampiri ketika Pelanggan butuhkan saja. Retail Assistant kurang aktif dalam menjelaskan keunggulan produk yang diminati Pelanggan, kemudian area toilet tidak bisa digunakan karena air sedang mati / padam."
"1014062";"Wave 2 2024";"2236";"Service";"Berdasarkan kunjungan yang dilakukan oleh Pelanggan, Retail Assistant kurang informatif ketika melayani Pelanggan."
"1014094";"Wave 2 2024";"Closed";"Service";"Hanya terdapat 1 Retail Assistant yang berada di store sewaktu Pelanggan tiba pukul 19.00. Sekitar pukul 19.32 saat Pelanggan hendak menuju toilet, baru terdapat seorang Retail Assistant yang menemani."
"1014122";"Wave 2 2024";"7033";"Service";"Pelayanan yang diberikan kurang maksimal karena Retail Assistant hanya 2 orang and sibuk melayani Pelanggan lain. Terjadi pergantian pelayanan saat di kasir dari Retail Assistant wanita ke Retail Assistant pria. Pelanggan melakukan kunjungan ulang untuk menanyakan warna jam tangan yang direkomendasikan Retail Assistant (Foto terlampir)."
"1014298";"Wave 2 2024";"2053";"Service, People";"Saat Pelanggan memasuki area toko, Reail Assistant wanita sedang melayani Pelanggan lain di meja kasir. Pelanggan tidak melihat display jam tangan di lantai 1, sehingga Pelanggan bertanya ke Retail Assistant wanita tentang display jam tangan dimana, lalu diarahkan ke lantai 2. Di lantai 2 terlihat sepi hanya ada 1 orang Trainee yang stanby. Trainee menghampiri Pelanggan untuk menanyakan kebutuhan Pelanggan, lalu Pelanggan hanya bilang mau lihat-lihat dulu sehingga Trainee memberikan pilihan produk jam tangan terbaru and meninggalkan Pelanggan. Pelanggan mencoba membawa 1 jam tangan ke meja kasir untuk menanyakan warna lain serta harga dari jam tersebut with harapan nantinya ada Retail Assistant yang mendampingi Pelanggan saat memilih jam tangan, namun Kasir hanya merespon pertanyaan Pelanggan saja. Sehingga Pelanggan kembali ke lantai 2 and menanyakan rekomendasi jam best seller ke Trainee. Saat Pelanggan sedang memilih-milih tas, terlihat ada Retail Assistant pria yang tidak memakai seragam lengkap. Retail Assistant tersebut membantu Pelanggan mengambilkan stok baru dari tas yang diminati. Namun saat memberikan stok baru dari tas tersebut, Retail Assistant berbicara kepada Pelanggan with memalingkan wajahnya ke Kasir lalu lanjut ngobrol with Kasir."
"1014332";"Wave 2 2024";"2040";"Facility";"Tinta pada struk belanja terlihat pudar atau kurang tebal, sehingga struk sulit dibaca. Selain itu dinding di kamar mandi terlihat seperti ada bekas rembesan."
"1014305";"Wave 2 2024";"2013";"Service";"Pelayanan yang diberikan oleh Retail Assistant cukup baik and bisa membantu Pelanggan mencari produk yang diminati. Display produk juga terlihat tertata with baik."
"1015101";"Wave 2 2024";"Closed";"Facility";"Wallpaper pada area kasir terlihat sudah mengelupas. Pelanggan melakukan kunjungan ulang untuk bagian tanya jam tangan and juga greeting akhir."
"1014446";"Wave 2 2024";"2118";"Cleanliness";"Terdapat noda kerak pada lantai fitting room and toilet."
"1015943";"Wave 2 2024";"2159";"Service, Facility";"Saat Pelanggan melakukan kunjungan ke Store, Retail Assistant yang bertugas hanya ada 1 orang sedangkan Pelanggan yang ada cukup banyak. Sehingga Pelanggan perlu menunggu beberapa waktu untuk mendapatkan perhatian Retail Assistant and menanyakan mengenai product knowledge. Kemudian terdapat tumpukan banner yang disimpan di belakang area display produk."
"1014551";"Wave 2 2024";"5159";"Service, Cleanliness";"Pelayanan yang diberikan oleh Staf sangat baik and suasana store dalam keadaan bersih, wangi and tertata with baik."
"1014410";"Wave 2 2024";"2043";"Service";"Semua sudah tercover dalam checklist kuesioner."
"1014427";"Wave 2 2024";"Closed";"Service";"Pelanggan melakukan kunjungan ulang untuk menanyakan warna yang tersedia dari rekomendasi jam tangan, and dilayani oleh Retail Assistant (Foto terlampir)."
"1014474";"Wave 2 2024";"2231";"Service";"Semua sudah terdapat dalam kuesioner. Tidak ada hal-hal lain yang dirasakan/ ditemui pada saat kunjungan."
"1013451";"Wave 2 2024";"2085";"Service, People";"Saat pelanggan datang, Retail Assistant hanya berada di area kasir, and ada yang sedang mengangkat kardus, sehingga tidak banyak interaksi with Pelanggan. Terdapat Retail Assistant yang tidak menggunakan seragam sesuai standar ketentuan pada hari itu, hanya memakai kaos and sandal. Pelanggan melakukan kunjungan ulang untuk menanyakan jam tangan best seller and warna jam tangan."
"1014499";"Wave 2 2024";"5148";"Service";"Menurut Pelanggan, alangkah baiknya jika Retail Assistant yang sedang mengerjakan laporan di meja kasir lebih baik berhenti terlebih dahulu ketika ada Pelanggan yang masuk ke dalam Store. Pada saat pertama Pelanggan masuk hanya terdapat 1 Retai Assistant yang sedang bekerja di meja kasir & Staff training. Sedangkan terdapat 2 kelompok Pelanggan di dalam Store."
"1016469";"Wave 2 2024";"5017";"Service, Cleanliness, Facility";"Pelayanan yang diberikan oleh Retail Assistant sudah cukup baik. Ketika Pelanggan menanyakan terkait rekomendasi jam tangan untuk hadiah, Retail Assistant aktif menanyakan spesifikasi orang yang akan diberikan hadiah and juga memberikan banyak opsi pilihan jam tangan yang best seller. Namun jumlah Retail Assistant yang bertugas terhitung sedikit sehingga tidak ada Retail Assistant yang mendampingi Pelanggan saat melihat-lihat produk. Selain itu terdapat sampah di beberapa area Store and juga tumpukan kardus yang mengganggu jalur jalan Pelanggan."
"1014779";"Wave 2 2024";"2041";"Cleanliness";"Untuk suasana and keadaan store cukup baik and bersih, pelayanan yang dilakukan oleh Retail Assistant serta Kasir juga cukup baik. Hanya saja lantai di dalam toilet berwarna kuning and terlihat kusam."
"1015222";"Wave 2 2024";"2123";"Service";"Retail Assistant melayani Pelanggan with baik and ramah, aktif untuk menggali kebutuhan Pelanggan and merekomendasikan produk kepada Pelanggan. Saat itu, Retail Assistant yang bertugas hanya ada 1 Orang and tidak ada Pelanggan lain yang sedang berkunjung. Sehingga Retail Assistant dapat memberikan perhatian yang fokus kepada Pelanggan."
"1015069";"Wave 2 2024";"2130";"Service";"Retail Assistant melayani Pelanggan with baik and ramah. Saat Pelanggan melakukan kunjungan, kondisi store sedang cukup ramai pengunjung namun Retail Assistant melayani with sabar and tidak terburu-buru. Selain itu, Retail Assistant juga aktif menjelaskan mengenai produk kepada Pelanggan. Walaupun memang masih ada beberapa point yang terlewat, seperti mengenai garansi produk and penukaran barang."
"1015406";"Wave 2 2024";"2105";"Transaction Process, Facility";"Kasir yang melayani Pelanggan adalah seorang perempuan, namun nama yang tertera pada struk adalah nama pria. Selain itu, cat dinding pada tangga and wallpaper di area kasir terlihat sudah memudar and mengelupas."
"1014587";"Wave 2 2024";"Closed";"People";"Masukkan untuk pihak Eiger mencetak kembali ID Card pegawai and tulisan nama diperbesar, karena walaupun Pelanggan sudah menggunakan kacamata namun tulisannya kecil and susah terbaca."
"1014633";"Wave 2 2024";"2266";"Service";"Suasananya menyenangkan, Pelanggan bebas keliling melihat-lihat produk tanpa gangguan, Retail Assistant responsif membantu kebutuhan Pelanggan."
"1015426";"Wave 2 2024";"2019";"Service";"Store Eiger Depok dalam kondisi ramai, bersih, and kondusif. Pelayanan yang baik with Staf yang terbatas namun mampu menghandle Pengunjung yang ramai. Namun masih terdapat kekurangan seperti tidak menginformasikan keunggulan produk, perawatan produk, and lain-lain."
"1014689";"Wave 2 2024";"2129";"Service";"ST EG OL ISKANDAR PALEMBANG memiliki produk yang cukup lengkap. Pelayanan Retail Assistant sudah baik, hanya saja kurang aktif dalam menjelaskan keunggulan produk maupun menawarkan bantuan kepada Pelanggan."
"1014693";"Wave 2 2024";"2306";"Service, Cleanliness";"Retail Assistant terlihat pasif, hanya menjawab pertanyaan-pertanyaan yang diberikan oleh Pelanggan. Lantai masuk toilet agak kotor."
"1014681";"Wave 2 2024";"Closed";"Service";"Dari awal kedatangan Pelanggan ke store, Petugas kurang mendampingi Pelanggan untuk melihat atau memilih produk yang diinginkan, Petugas juga kurang inisiatif untuk memberikan saran kepada Pelanggan."
"1014708";"Wave 2 2024";"5045";"Cleanliness, Service";"Kebersihan store sudah baik, namun untuk pelayanan Retail Assistant perlu ditingkatkan. Pelanggan melakukan kunjungan ulang untuk menanyakan jam tangan."
"1014724";"Wave 2 2024";"7005";"Service";"Retail Assistant/Store Leader and Traine ramah and sangat membantu pelanggan. Pelanggan menanyakan produk jaket with menyampaikan ciri-ciri saja tanpa gambar, namun Retail Assistant sangat sigap and antusias mencarikan produk yang dimaksud."
"1014740";"Wave 2 2024";"7024";"Service, Facility";"Pelanggan merasa kurang puas with pelayanan dari Retail Assistant pertama karena terlihat kurang antusias, sementara Retail Assistant kedua menunjukkan sikap yang lebih antusias. Selain itu, terdapat salah satu poster yang ujungnya tidak lengkap atau rusak."
"1015076";"Wave 2 2024";"2304";"Service, Cleanliness";"Pelayanan yang diberikan Retail Assistant sudah sangat baik, suasana dalam outlet sangat nyaman and bersih."
"1015102";"Wave 2 2024";"2325";"Service";"Terdapat pegawai lain di lantai 2 namun tidak berinteraksi with pelanggan kecuali pelanggan yang bertanya terlebih dahulu. Pelanggan melakukan kunjungan ulang untuk bertanya terkait jam tangan kepada Retail Assistant (foto terlampir)."
"1014715";"Wave 2 2024";"2326";"People";"Terdapat 2 Retail Assistant yang bertugas. Salah satu Retail Assistant tidak memakai seragam sesuai panduan yaitu kurang pakai rompi coklat, sedangkan Retail Assistant yang satu lagi memakai seragam lengkap sesuai panduan (hari jumat)."
"1016734";"Wave 2 2024";"5048";"Service";"Saat Pelanggan melakukan kunjungan, terdapat 2 Retail Assistant yang bertugas di Store. 1 orang berada di area kasir, and 1 orang berada di gudang yang mungkin sedang cek stok produk. Menurut Pelanggan, Retail Assistant terkesan sangat pasif, tidak ada menjelaskan mengenai produk and lebih ke hanya menjawab pertanyaan-pertanyaan yang diajukan oleh Pelanggan."
"1015311";"Wave 2 2024";"2348";"Service";"Secara keseluruhan Kasir and Retail Assistant dalam hal melayani Pelanggan sudah bagus."
"1015644";"Wave 2 2024";"2355";"Service";"Retail Assistant melayani with baik, namun masih terkesan sangat pasif. Retail Assistant kurang inisiatif memberikan informasi mengenai product knowledge, and lebih ke hanya menjawab pertanyaan-pertanyaan yang diajukan Pelanggan."
"1015083";"Wave 2 2024";"2191";"Cleanliness, Service";"Secara keseluruhan sudah sangat baik, kondisi Store rapi and bersih. Namun untuk pelayanan yang diberikan oleh Retail Assistant masih kurang memuaskan, karena Retail Assistant cenderung pasif."
"1015470";"Wave 2 2024";"5105";"People, Service";"Di awal pelayanan Retail Assistant tidak memakai Lanyard and ID Card, tetapi di tengah-tengah pelayanan Retail Assistant memakainya. Retail Assistant terlihat pasif, hanya menjelaskan hal-hal yang Pelanggan tanyakan saja."
"1016407";"Wave 2 2024";"2054";"Cleanliness, Facility";"Secara keseluruhan pelayanan yang diberikan sudah cukup bagus, melihat kondisi toko yang sangat ramai and petugas dapat melayani with baik. Terdapat beberapa produk display yang di taruh tidak pada tempatnya and sampah plastik yang terletak dilantai."
"1014621";"Wave 2 2024";"2344";"Service, Cleanliness";"Pelayanan yang diberikan sudah cukup bagus, namun petugas diharapkan dapat memberikan rekomendasi terhadap produk yang diinginkan oleh Customer. Untuk store masih terbilang bersih and rapi."
"1015214";"Wave 2 2024";"2194";"Service, Facility, Cleanliness";"Secara keseluruhan pelayanan yang diberikan oleh Staf sudah sangat baik, Staf ramah and informatif selama melayani Pelanggan. Namun area toilet perlu diperhatikan lebih lanjut karena kondisi toilet terkesan kurang layak untuk Pelanggan, area toilet tergabung with gudang and terlihat kurang bersih."
"1015218";"Wave 2 2024";"5014";"Service";"Secara umum pengalaman belanja di Eiger Store Botanu Square sangat baik, Retail Assistant sangat tanggap and profesional meskipun store sedang dalam kondisi ramai Pelanggan."
"1015260";"Wave 2 2024";"2365";"Service";"Secara keseluruhan kenyamanan di outlet sudah cukup baik tetapi interaksi Retail Assistant with Pelanggan sangat sedikit, Retail Assistant kurang inisiatif dalam menjelaskan beberapa hal mengenai produk seperti keunggulan produk."
"1015219";"Wave 2 2024";"2315";"Service, Cleanliness, Facility";"Secara Keseluruhan pelayanan yang diberikan oleh Retail Assistant masih kurang aktif dalam penyambutan kedatangan Pelanggan maupun inisiatif dalam menjelaskan produk. Selain itu keadaan outlet juga kurang rapi and bersih, terdapat banyak barang terletak di depan toilet, and satu lampu yang hampir lepas di teras."
"1015301";"Wave 2 2024";"Closed";"Service";"Kasir yang melayani terkesan kurang aktif kepada Pelanggan. RA yang melayani terkesan kurang aktif dalam menjelaskan produk, karena Pelanggan harus memancing with pertanyaan terlebih dahulu agar RA menjelaskan produk."
"1015256";"Wave 2 2024";"Closed";"Service";"Saat pengunjung tiba, terdapat 5 Pelanggan di toko. Seiring berjalannya waktu, jumlah Pelanggan bertambah menjadi 15."
"1015316";"Wave 2 2024";"2219";"Service";"Retail Asistant yang sekaligus juga menjadi Kasir melayani with baik, hanya saja kurang inisiatif dalam menjelaskan terkait produk and kurang aktif ke Pelanggan."
"1015252";"Wave 2 2024";"2244";"Service";"Hanya ada 1 Retail Assistant and 1 trainee, padahal toko cukup ramai and Retail Assistant merangkap kasir lalu trainee juga yang mengambil barang di gudang tidak ada staff lain selain 2 staff tersebut."
"1015425";"Wave 2 2024";"2109";"Service";"Retail Assistant bersikap pasif dalam melayani Pelanggan."
"1015432";"Wave 2 2024";"5069";"Service";"Selama Pelanggan mengunjungi SH EG ROYAL PLAZA SURABAYA, Pelanggan mengamati bahwa pengunjung yang berada pada Store cukup banyak and hanya ada 2 Retail Assistant yang bertugas. Akan tetapi, kedua Retail Assistant dapat melayani with baik, sigap and ramah. Jika Retail Assistant sedang melayani di Kasir, maka Retail Assistant lain melayani Pelanggan, sehingga semua dapat tertangani with baik."
"1015676";"Wave 2 2024";"2352";"Service";"Saat Pelanggan melakukan kunjungan ke Store Eiger Martapura, tidak ada Retail Assistant yang bertugas, hanya ada Store Leader and Trainee."
"1014025";"Wave 2 2024";"2300";"Service";"ST EG LAKS LEO WATIMENA AMBON sudah cukup baik, dari segi pelayanan yang diberikan oleh Retail Assistant ramah and sigap membantu Pelanggan, hanya saja Retail Assistant kurang aktif dalam menyampaikan keunggulan produk, cara perawatan produk and lainnya."
"1015880";"Wave 2 2024";"2187";"Service";"Retail Assistant melayani with baik, ramah and bersikap membantu. Namun memang masih terkesan pasif, terutama untuk Retail Assistant Pria lebih ke hanya memperhatikan and menjawab pertanyaan jika Pelanggan bertanya."
"1015510";"Wave 2 2024";"2245";"Facility";"Retail Assistant menjelaskan bahwa barcode harga yang ada di Store sempat rusak, sehingga terdapat beberapa produk yang terpajang tidak dilengkapi with price tag."
"1015447";"Wave 2 2024";"2234";"Service";"Retail Assitant memberikan pelayanan yang baik with selalu responsif ketika dibutuhkan oleh Pelanggan. Hal yang dapat ditingkatkan lagi yaitu perlu adanya Retail Assistant yang selalu standby di lantai 1 sehingga tidak terdapat kejadian area lantai 1 yang kosong tanpa Retail Assistant."
"1015080";"Wave 2 2024";"2291";"Service";"Pelayanan sudah bagus tetapi Retail Assistant kurang proaktif dalam memberikan penjelasan sehingga perlu dipancing/ditanyai dulu oleh Pelanggan terlebih dahulu."
"1015449";"Wave 2 2024";"Closed";"Service";"Pelayanan yang diberikan kurang maksimal karena store dalam kondisi ramai Pelanggan. Special case dilayani oleh Store Leader and outlet tidak memiliki totem."
"1015461";"Wave 2 2024";"Closed";"Service";"Retail Assistant melayani with baik, tetapi kurang inisiatif menghampiri and menjelaskan produk tas."
"1015483";"Wave 2 2024";"2116";"Service";"Retail Assistant yang berjaga terkesan kurang cekatan menghampiri pelanggan yang kebingungan, di kasus ini selalu Saya yang mencari-cari Retail Assistant and menghampiri."
"1015489";"Wave 2 2024";"7025";"Cleanliness";"Secara keseluruhan sudah baik, Retail Assistant cukup informatif saat Pelanggan bertanya, namun kondisi lantai di toilet kurang baik and tidak terdapat sabun cair."
"1015612";"Wave 2 2024";"2176";"Service";"Retail Assistant memberikan pelayanan yang cukup baik dimana selalu mendampingi and menjawab pertanyaan yang diajukan oleh Pelanggan."
"1015534";"Wave 2 2024";"2083";"Service";"Pelayanan yang diberikan oleh Retail Assistant terlihat kurang memuaskan karena selama Pelanggan berkunjung di dalam Store terlihat Retail Assistant cukup pasif and berada di area meja kasir saja, padahal kondisi Store terlihat tidak terlalu ramai. Karena di dalam Store hanya terdapat 1 Retail Assistant."
"1015571";"Wave 2 2024";"2278";"Service, Transaction Process";"Store terdiri dari 2 lantai. Retail assistant pertama interaktif, namun Retail Assistant lainnya kurang interaktif. Tinta pada Struk habis and tidak terlihat. Pelanggan melakukan kunjungan ulang untuk menanyakan produk jam tangan and dilayani oleh Retail Assistant (foto terlampir)."
"1015617";"Wave 2 2024";"2068";"Service";"Retail Assistant sudah memberikan penjelasan terkait produk with baik and jelas, namun terdapat hal yang perlu ditingkatkan lagi yaitu inisiatif Retail Assistant untuk menghampiri Pelanggan terlebih dahulu and menanyakan kebutuhan Pelanggan."
"1015673";"Wave 2 2024";"7017";"Service";"Retail Assistant menjawab and mendekat ke Pelanggan ketika Pelanggan bertanya tentang produk. Retail Assistant cenderung pasif and hanya menjawab ketika ditanya saja oleh Pelanggan saja."
"1015668";"Wave 2 2024";"2345";"Service";"Pelanggan disambut oleh Trainee hingga saat Pelanggan sedang melihat-lihat jam tangan tiba-tiba Retail Assistant membantu merekomendasikan jam tangan yang best seller and menginfokan promo yang sedang berlangsung. Saat Pelanggan menanyakan stok warna lainnya, Retail Assistant meminta Trainee yang mengecek. Lalu Pelanggan ditemani oleh Trainee untuk melihat-lihat tas. Saat Pembayaran Retail Assistant yang sebelumnya yang melayani Pelanggan diKasir. Overall toko and ambience oke, display rapi, and Eiger merupakan salah satu tujuan customer with berbagai segmen."
"1015685";"Wave 2 2024";"5112";"Service";"Pelayanan yang diberikan oleh Retail Assistant sangat baik and suasana outlet dalam keadaan rapi serta nyaman, namun Retail Assistant kurang inisiatif dalam memberikan pelayanan, harus ditanya/dipanggil terlebih dahulu."
"1015686";"Wave 2 2024";"2321";"Service";"Retail Assistant kurang aktif dalam melayani Pelanggan dikarenakan kondisi toko sedang ramai. Retail Assistant and Kasir adalah orang yang sama, ketika menjadi Kasir, Staf menginformasikan mengenai garansi produk and promo yang sedang berjalan kepada Pelanggan."
"1016021";"Wave 2 2024";"7015";"Service";"Saat pertama kali memasuki Store, terdapat Retail Assistant yang sedang melakukan live streaming sehingga kurang fokus melayani Pelanggan."
"1015910";"Wave 2 2024";"2204";"Facility, Cleanliness, Service";"Store Pamulang Tangsel terlihat lampu totem yang padam pada tampak depan and area parkir yang kurang bersih and kurang tertata. Penataan ruangan terlihat padat, namun masih cukup nyaman dipandang. Untuk pelayanan Retail Assistant masih terkesan pasif dalam melayani Pelanggan, Retail Assistant hanya membantu kebutuhan Pelanggan. Area toilet masih tergabung with area penyimpanan barang."
"1015680";"Wave 2 2024";"2364";"Service";"Secara keseluruhan kenyamanan and pelayanan yang dilakukan Retail Assistant sudah cukup baik, walaupun Retail Assistant kurang berinisiatif untuk menjelaskan mengenai promosi, kepemilikan member serta keunggulan produk secara mendetail kepada Pelanggan."
"1015706";"Wave 2 2024";"2267";"Service";"Saat Pelanggan membeli produk tas tersebut yang sudah ada di display, RA memberikan tas yang baru diambil dari gudang and menyuruh Pelanggan mengeceknya terlebih dahulu. Secara keseluruhan dalam pelayanan sudah cukup baik. Namun, RA masih kurang ramah and masih kurang komunikatif seperti dalam hal menjelaskan manfaat produk and menanyakan ketersediaan member kepada Pelanggan."
"1015696";"Wave 2 2024";"2056";"Service, Cleanliness, Facility";"Pelayanan yang diberikan oleh Staff sangat baik serta kondisi outlet sangat nyaman akan tetapi untuk toilet terlihat tidak terawat and sangat kotor serta toilet tergabung with area gudang."
"1015739";"Wave 2 2024";"2320";"Service";"Saat Pelanggan akan masuk toko, Retail Assistant membukakan pintu tetapi tidak menyambut Pelanggan with ucapan, hanya menyambut with senyum and gestur tubuh saja. Secara keseluruhan suasana toko bersih, rapi and nyaman. Pelayanan dari Retail Assistant and Kasir juga ramah and baik. Tetapi ada poin-poin penting yang dilewati oleh Retail Assistant seperti penjelsan tentang keunggulan produk, cara perawatan produk and garansi produk."
"1015761";"Wave 2 2024";"2117";"Facility";"Kondisi Dinding Area Fitting Room yang terkelupas."
"1015703";"Wave 2 2024";"2066";"Service";"Retail Assistant melayani Pelanggan with baik and ramah. Saat Pelanggan melakukan kunjungan, kondisi store cukup ramai Pelanggan, namun Retail Assistant melayani with sabar and tidak terburu-buru. Selain itu, Retail Assistant juga aktif menjelaskan mengenai produk kepada Pelanggan."
"1015762";"Wave 2 2024";"2349";"Service";"Kunjungan pertama saat Pelanggan datang di Store hanya ada 1 orang Trainee. Dikarenakan audio terlalu berisik sehingga Pelanggan melakukan kunjungan kedua untuk menanyakan jam tangan best seller. Kunjungan kedua, terdapat 1 orang Retail Assistant wanita yang menjelaskan tentang jam tangan best seller ke Pelanggan. Stock barang yang tersedia di Store masih sedikit pada beberapa produk yang Pelanggan minati, stocknya tinggal di display saja."
"1015783";"Wave 2 2024";"2215";"Facility, Service";"Temuannya hanya dimesin timbangan yang berada didekat wastafel depan toilet. Toko juga dalam keadaan bersih and nyaman. Namun saran dari Pelanggan akan lebih baik staff yang bertugas 2 orang Retail Assistant, karena jika toko dalam keadaan ramai kemungkinan 1 orang Retail Assistant akan kewalahan jika merangkap menjadi Kasir juga."
"1015802";"Wave 2 2024";"Closed";"Facility, Service";"pintu toilet tidak bisa dikunci RA melayani with baik tapi dikarenakan hanya sendiri jadi tidak bisa fokus untuk bisa ditanya-tanya di saat Pelanggan visit. Dan di depan pintu masuk store terdapat kucing."
"1015850";"Wave 2 2024";"2197";"Service";"Secara keseluruhan sudah bagus and Retail Assistant menanggapi with ramah. Namun dalam hal menjelaskan produk, Retail Assistant harus dipancing terlebih dahulu oleh Pelanggan."
"1015882";"Wave 2 2024";"5000";"Service";"Pelanggan 2x mengunjungi toko. Kunjungan pertama situasi toko sangat ramai sehingga Retail Assistant sangat sibuk, Pelanggan sudah berkeliling selama kurang lebih 15 menit namun tidak kunjungi dihampiri oleh Retail Assistant. Berselang beberpa menit, Pelanggan mengunjungi toko lagi. Kunjungan kedua cukup kondusif, Retail Assistant menyambut Pelanggan namun hanya melayani sebentar dikarenakan ada Pelanggan lain yang ingin bayar. Setelahnya Retail Assistant standby di meja kasir. Saran dari Pelanggan, mungkin ada baiknya Retail Assistant yang bertugas minimal 3 orang. Jadi jika ada Retail Assistant yang sedang ke toilet atau istirahat, masih ada 2 Retail Assistant yang bertugas."
